Avg_Concave_Diameter,Avg_Convex_Diameter,Avg_Velocity,Avg_Perimeter_Fractal_Dimension,Avg_Laplacian
44.61440398263264,1.3911796302731547,298.6204606485331,1.3383403936634488,15.392433406498244
96.766375227093,1.327103944018079,612.7000170485042,1.5505697153196956,35.208527556368736
44.61717610463158,1.3998297821724834,329.7806467846809,1.4168728967734026,11.843750761452243
89.00999318271678,1.3313690861980003,1034.8068951741536,1.5894151732585158,31.41035471752831
78.24026743461638,1.3315085875778947,525.2931831671714,1.5876787727200377,25.13625643004115
38.25270582445944,1.3901122792375409,468.0669172632613,1.502165025880151,15.247566024831649
52.51967121175995,1.38233227183,409.1141742049468,1.5037347559420442,17.2699893215388
37.05156499233277,1.3969198411504151,379.5040395517847,1.4953805080248694,12.680778504867048
44.55627988036871,1.374946732817755,350.2442836238951,1.4111208010794998,14.99093836875558
42.87660945956138,1.400478067827179,374.51390307645727,1.4011397796314111,11.672567912581698
46.48664236397129,1.3922106656692932,414.4988612939651,1.5183923470048384,16.286864412604654
37.49084493629909,1.3946870139169425,386.3379034765937,1.4901284695859018,14.28489445546737
37.79031473444807,1.3974083312514665,461.1848104653427,1.4737231752066506,10.990490129886831
62.90291023518602,1.3648191797321136,493.29293056387326,1.561890215869011,19.465120772186832
37.1669570283667,1.3920764877988148,475.5402359783671,1.4531984444304322,13.862325599747471
40.38409595160586,1.3962343009547051,457.62194668732707,1.4482129506402186,12.91207320601852
39.52849814083124,1.4101778761724677,573.2550381639143,1.5313625277372247,11.267356288580247
40.95441139428481,1.4000091041533886,364.06130057034784,1.4274593750278215,11.437033523478837
37.76219335725123,1.388904600663976,381.9872845244331,1.5048811437269936,17.671974976053637
40.49570607761931,1.3799646499621112,348.27483724678456,1.4766986572889929,11.78877756880144
43.06312218273596,1.3975063878591572,323.90303970887135,1.3569297683240906,12.477659439376716
37.03012961724341,1.3907214166030193,462.9398497211931,1.4507552101381216,12.778183302735204
79.31487059882843,1.3274129153048086,612.8993640587197,1.5673517054192572,33.68737865769788
92.85014111398785,1.3229980512805513,622.4115957706379,1.551395193107523,31.895063674365357
41.14368527705032,1.38133972827026,331.5280640294391,1.4177500834145689,11.88583744296833
80.93705607835537,1.3475345192779913,780.9885060753724,1.5957130024819646,24.627540610978155
37.67097750449776,1.3673568348192486,545.2619349232466,1.4767944042775103,33.75980951003086
38.48300866947966,1.37328795182687,531.0679723346221,1.442871058792555,29.186954451195987
37.18476826321898,1.3994796489405672,477.0754412538962,1.4390611472700965,10.736225405092592
