Avg_Concave_Diameter,Avg_Convex_Diameter,Avg_Velocity,Avg_Perimeter_Fractal_Dimension,Avg_Laplacian
53.24150134009653,1.3778482102755514,523.734065228991,1.389186702677964,18.781837522045855
178.48015333945665,1.2889551797034815,1902.9218185345217,1.6041267652865303,69.28467620149912
74.58457652749803,1.3652560330325183,1025.8463009638542,1.565635461753537,18.989660631613756
47.209908527911175,1.4031820600933218,1800.4119457195463,1.6369093058587247,12.71826209766314
44.74109028359072,1.4359351193109635,1094.8210442995753,1.5245638979900409,18.69258694334215
32.19740197601568,1.377427478603282,452.76972794421806,1.4070156423893452,18.76990478946208
58.67808423789605,1.3622586584868035,1122.8956211978646,1.399787808990141,20.34301421957672
51.23265728780698,1.388901001889293,698.202928251984,1.6468310824185666,15.45362750771605
41.20943925317153,1.384562735200793,1689.6194830002248,1.4666589263936436,18.26976397156085
78.05047070390232,1.34319689701092,979.044402869078,1.5229495925205394,32.08140073853615
95.8976006614022,1.3456825223922828,1342.3413077239704,1.6459864804986064,35.89746555335097
62.59556112578061,1.363338308287064,597.9631621113565,1.337015212301233,24.94784873787478
56.04131010306647,1.377232158442959,1159.0409897911377,1.620698951815248,15.519292190255731
63.19690652868373,1.3495950983567226,1449.9227183586124,1.4894293123983502,26.319135251322752
83.93397663699008,1.3503410721189235,825.4778531953123,1.631935809548514,27.68261766975309
35.74586636865645,1.370508095954181,458.5362430678569,1.3133157217906637,20.119511546516755
22.74744924148961,1.3495127193060306,364.97215717436865,1.1838589884323063,24.854061696244855
85.54565870809006,1.361073708076781,1023.8880101908966,1.4519485092917244,30.22303703773724
61.749303273679814,1.3376839267872775,873.9000716860165,1.4522610383063923,28.378767256060332
61.44618481732782,1.3747284633590868,975.5969475663688,1.5117055520033296,23.754622871830765
42.93366977854182,1.3928866883627458,685.0327475736224,1.4797249846614484,19.849925459747944
115.91235921538416,1.3433749697502573,1081.1140506528543,1.6899090810463746,37.25807104793596
74.29293949443232,1.351486216716462,728.6358512493531,1.5068324104277269,25.698922011442335
20.73954705314632,1.3628653988538606,403.76907786799507,1.1880176041896164,28.05912905092593
33.721099240370016,1.3974721084983348,426.5607066934383,1.3913934379759936,12.450212094907409
56.27813690672687,1.3586613078196037,1602.5688215209054,1.560021384456728,18.42065282752838
35.18702607178583,1.3805755170148983,729.4475365493172,1.4400164509057738,18.48041463613236
22.33100410354446,1.3976203463632897,471.5548590822209,1.3282172123499705,17.129325970936215
71.32288999739943,1.3759207734125358,825.9013986189533,1.4801620386063128,26.98426888396376
20.155580511637368,1.3995544996400178,524.1529242980018,1.2679561912194115,16.807178360155792
36.90855153207722,1.436431274528302,948.8893430600089,1.4187776841932822,21.030306069958847
35.74416363354255,1.4395494059183935,776.5245108936958,1.427045545915264,13.912430234053495
31.199892248060628,1.395426271977974,523.2694996589987,1.3134290528506765,16.07986768728956
28.63269436402962,1.40165821160088,425.4215021024307,1.3363271592320716,16.99940500685871
59.16200595758508,1.3668966575548216,1223.85292529222,1.5269461554793673,20.617466233009857
52.64978539461677,1.3724378136367232,695.1326946053344,1.5064890466088192,26.2644613944166
34.987792521127844,1.454151738475117,624.2033855672739,1.4180851871152498,11.762627636316871
54.11986403165615,1.3897184654488808,1246.359327098031,1.4639645693713097,21.364063538697817
24.51659723477631,1.3736745466821834,438.3382802800143,1.279580862267182,18.590648871527776
28.56966915360846,1.4146959429850223,801.4855285534481,1.3886945707680194,16.332862815072016
28.53535593456832,1.336532069628401,520.1249205523395,1.2859669439040515,31.53114390432099
44.396977714902846,1.4223039853581745,523.1888646429624,1.621454226823153,17.796801284171078
36.20947979109237,1.392429353557616,691.591066194291,1.3964720107821975,15.578866584683642
17.727756183108497,1.377715260583782,442.5976206855139,1.252532248559687,17.769273365162036
55.6299184503353,1.35664806122963,1192.9306386379135,1.4081063682379404,30.290049869063832
30.66886967025216,1.4104260359848408,418.85869355566456,1.3309156502743655,21.51646082497428
43.35748522473956,1.3765677638164893,875.2849235195044,1.3827522553724936,22.476131227954145
35.07413138396677,1.4058476419927648,335.3370279290767,1.3698038710349876,16.5541828489369
35.34706194445462,1.3859595614283304,1097.8859534216674,1.4723177381267365,18.876168499228395
17.544603159786494,1.4022430944636084,406.0989711761137,1.1568531343400656,16.0292862654321
25.58895053115158,1.3783927677996866,576.6909275157149,1.284739920799134,23.25123688271605
36.40604258729075,1.4230038103201876,586.2280316188338,1.442344677476414,11.08596691743827
34.318888926201595,1.4203459963577822,505.9086321599864,1.426403142685826,12.810700713734567
32.503533678626084,1.4166453043368965,482.9208922489212,1.3962320385707818,13.819473776779231
30.965720787376178,1.4489783469741129,564.2102518195272,1.3628682934700285,14.299178722993828
31.32531546023488,1.4735124637826418,297.69404302869367,1.3643641003099418,11.556555610670191
53.50617480818143,1.3894699214510156,801.342573764453,1.5517091006861743,21.47569637252979
32.408375742188575,1.4327782991257278,610.3296649283445,1.317503907654994,16.077510247878088
35.12798385577377,1.4403830634221986,431.9261965900948,1.4526460849490348,13.659632683899178
